w_idx	w_word	x_word	x_index	status	final_pairing_value	active_term_count	discharged_term_count	elapsed_sec	error
341	1111232423234434	1213112243432344	17690	fallback_evaluated_by_x_component_coloring	0	1	5	0.686	
342	1111232423243344	1123214321423434	10962	fallback_evaluated_by_x_component_coloring	0	1	5	0.771	
343	1111232423243434	1231112242334344	20643	fallback_evaluated_by_x_component_coloring	0	1	10	1.273	
344	1111232423323444	1212113243344234	15131	fallback_evaluated_by_x_component_coloring	0	1	5	0.255	
345	1111232423324344	1213214321432434	19544	fallback_evaluated_by_x_component_coloring	0	2	8	3.543	
346	1111232423324434	1213214231233444	19474	fallback_evaluated_by_x_component_coloring	0	1	5	0.204	
350	1111232423423344	1234112132243434	23630	fallback_evaluated_by_x_component_coloring	1	1	4	0.155	
353	1111232423432434	1212113342243344	15175	fallback_evaluated_by_x_component_coloring	0	3	15	10.286	
355	1111232432323444	1213114223243344	17799	fallback_evaluated_by_x_component_coloring	0	2	6	1.844	
356	1111232432324344	1112223334142434	1380	fallback_evaluated_by_x_component_coloring	0	2	7	3.289	
357	1111232432324434	1213213214243344	19273	fallback_evaluated_by_x_component_coloring	0	2	6	1.459	
358	1111232432342344	1213214213324434	19465	fallback_evaluated_by_x_component_coloring	0	2	7	1.989	
359	1111232432342434	1231112234423344	20637	fallback_evaluated_by_x_component_coloring	0	1	4	0.047	
361	1111232432423344	1112223314342434	1359	fallback_evaluated_by_x_component_coloring	0	2	10	2.115	
362	1111232432423434	1213112243243344	17680	fallback_evaluated_by_x_component_coloring	0	2	14	6.185	
363	1111232432432344	1123212133244434	10425	fallback_evaluated_by_x_component_coloring	0	2	7	2.716	
364	1111232432432434	1123214134223344	10868	fallback_evaluated_by_x_component_coloring	0	1	7	1.699	
366	1111232434223344	1213112242333444	17672	fallback_evaluated_by_x_component_coloring	0	6	31	99.718	
368	1111232434232344	1123214132324434	10859	fallback_evaluated_by_x_component_coloring	0	1	6	0.832	
371	1111234223233444	1213211422334344	18938	fallback_proved_zero	0	0	4	0.325	
374	1111234223243344	1213211422333444	18937	fallback_proved_zero	0	0	4	0.510	
377	1111234223324344	1234111232243434	23588	fallback_evaluated_by_x_component_coloring	0	1	3	0.007	
378	1111234223324434	1213211342432344	18929	fallback_proved_zero	0	0	4	0.306	
387	1111234232233444	1213211432434234	18973	fallback_proved_zero	0	0	4	0.107	
388	1111234232234344	1234111223432434	23582	fallback_evaluated_by_x_component_coloring	1	1	2	0.004	
391	1111234232243434	1234111223324344	23574	fallback_evaluated_by_x_component_coloring	0	2	3	0.163	
393	1111234232324344	1213211423233444	18942	fallback_proved_zero	0	0	4	0.469	
408	1112122233343444	1231112223443344	20600	fallback_evaluated_by_x_component_coloring	0	4	4	313.596	
409	1112122233344344	1231114223323444	20771	fallback_evaluated_by_x_component_coloring	0	8	5	107.389	
410	1112122233433444	1211322313244434	14255	fallback_evaluated_by_x_component_coloring	0	6	9	74.345	
411	1112122233434344	1121322313244434	5675	fallback_evaluated_by_x_component_coloring	0	8	6	34.672	
412	1112122233434434	1211321324432344	14107	fallback_evaluated_by_x_component_coloring	0	1	6	1.153	
413	1112122233443434	1211213432243344	12709	fallback_evaluated_by_x_component_coloring	0	4	6	4.149	
414	1112122234334344	1211314222343434	13967	fallback_evaluated_by_x_component_coloring	0	1	6	1.072	
415	1112122234334434	1211213432243344	12709	fallback_evaluated_by_x_component_coloring	0	3	6	2.119	
416	1112122234343344	1211312322443434	13873	fallback_evaluated_by_x_component_coloring	0	4	6	3.833	
417	1112122234343434	1231112432324344	20746	fallback_evaluated_by_x_component_coloring	0	1	7	1.654	
418	1112122323343444	1231112232443344	20614	fallback_evaluated_by_x_component_coloring	0	4	4	35.595	
419	1112122323344344	1211324122333444	14605	fallback_evaluated_by_x_component_coloring	0	4	13	16.644	
420	1112122323433444	1211322143344234	14237	fallback_evaluated_by_x_component_coloring	0	8	21	100.960	
421	1112122323434344	1211312233244434	13821	fallback_evaluated_by_x_component_coloring	0	2	6	2.075	
422	1112122323434434	1122313244132344	8246	fallback_evaluated_by_x_component_coloring	0	2	5	1.007	
423	1112122323443434	1231212143243344	22006	fallback_evaluated_by_x_component_coloring	0	2	5	1.492	
424	1112122324334344	1121223331442434	4344	fallback_evaluated_by_x_component_coloring	0	8	5	15.193	
425	1112122324334434	1231212143233444	22003	fallback_evaluated_by_x_component_coloring	0	2	5	1.428	
426	1112122324343344	1231112243324434	20654	fallback_evaluated_by_x_component_coloring	0	4	5	2.194	
427	1112122324343434	1122313241423344	8229	fallback_evaluated_by_x_component_coloring	0	3	6	1.936	
428	1112122332343444	1211322134423344	14217	fallback_evaluated_by_x_component_coloring	0	2	7	4.709	
429	1112122332344344	1231213124432434	22198	fallback_evaluated_by_x_component_coloring	0	2	4	1.059	
430	1112122332433444	1122313142243344	8145	fallback_evaluated_by_x_component_coloring	0	5	12	14.882	
431	1112122332434344	1231212143243434	22007	fallback_evaluated_by_x_component_coloring	0	2	4	1.017	
432	1112122332434434	1122313144232344	8160	fallback_evaluated_by_x_component_coloring	0	2	5	0.924	
433	1112122332443434	1231114232234344	20783	fallback_evaluated_by_x_component_coloring	0	2	6	1.758	
434	1112122333423444	1231213213244434	22233	fallback_evaluated_by_x_component_coloring	0	1	5	0.363	
435	1112122333442344	1231114223324434	20773	fallback_evaluated_by_x_component_coloring	0	2	7	1.985	
436	1112122333442434	1211314223243344	13971	fallback_evaluated_by_x_component_coloring	0	4	5	2.087	
437	1112122334233444	1121223331444234	4345	fallback_evaluated_by_x_component_coloring	0	8	6	21.812	
438	1112122334234344	1122312143432434	7959	fallback_evaluated_by_x_component_coloring	0	2	8	0.326	
439	1112122334234434	1122331142432344	8539	fallback_evaluated_by_x_component_coloring	0	2	6	1.618	
440	1112122334243344	1231112243323444	20652	fallback_evaluated_by_x_component_coloring	0	4	6	4.148	
441	1112122334243434	1122313144223344	8158	fallback_evaluated_by_x_component_coloring	0	2	7	1.837	
442	1112122334323444	1231213122443344	22172	fallback_evaluated_by_x_component_coloring	0	3	6	2.049	
443	1112122334324344	1211324122333444	14605	fallback_evaluated_by_x_component_coloring	0	4	14	14.282	
444	1112122334324434	1211322143342344	14235	fallback_evaluated_by_x_component_coloring	0	12	20	99.753	
445	1112122334342344	1231421132324434	23339	fallback_evaluated_by_x_component_coloring	0	2	4	0.795	
446	1112122334342434	1231112243324344	20653	fallback_evaluated_by_x_component_coloring	0	2	6	1.606	
448	1112122334423344	1121223331442434	4344	fallback_evaluated_by_x_component_coloring	0	8	5	12.956	
450	1112122334434234	1231114232233444	20782	fallback_evaluated_by_x_component_coloring	0	4	6	3.414	
451	1112122342333444	1122314312243344	8424	fallback_evaluated_by_x_component_coloring	0	4	5	2.761	
452	1112122342334344	1211324213342434	14661	fallback_evaluated_by_x_component_coloring	0	8	27	81.959	
453	1112122342334434	1211314223243344	13971	fallback_evaluated_by_x_component_coloring	0	2	6	1.158	
454	1112122342343344	1231423114223434	23496	fallback_evaluated_by_x_component_coloring	1	1	4	0.041	
456	1112122343233444	1121324321434234	6159	fallback_evaluated_by_x_component_coloring	0	1	5	0.222	
458	1112122343234434	1122313214432344	8195	fallback_evaluated_by_x_component_coloring	0	2	8	2.232	
459	1112122343243344	1122113324432434	6590	fallback_evaluated_by_x_component_coloring	0	3	8	3.506	
460	1112122343243434	1122314321423344	8453	fallback_evaluated_by_x_component_coloring	0	1	6	0.572	
461	1112122343342344	1122314321324434	8449	fallback_evaluated_by_x_component_coloring	0	1	6	0.498	
462	1112122343342434	1122334112423344	8718	fallback_evaluated_by_x_component_coloring	0	1	5	0.171	
464	1112122343423344	1121223334142434	4350	fallback_evaluated_by_x_component_coloring	0	2	6	1.598	
466	1112122343432344	1211213324234434	12650	fallback_evaluated_by_x_component_coloring	0	3	13	5.492	
469	1112123223343444	1121221343324434	4222	fallback_evaluated_by_x_component_coloring	0	4	6	8.518	
470	1112123223344344	1122331231442434	8590	fallback_evaluated_by_x_component_coloring	0	2	4	1.051	
471	1112123223433444	1122311432243344	7873	fallback_evaluated_by_x_component_coloring	0	2	8	3.405	
472	1112123223434344	1231211243342434	21844	fallback_evaluated_by_x_component_coloring	0	2	6	2.089	
473	1112123223434434	1231211432233444	21928	fallback_evaluated_by_x_component_coloring	0	1	7	1.243	
475	1112123224334434	1211321432233444	14152	fallback_evaluated_by_x_component_coloring	0	2	7	2.319	
476	1112123224343344	1211322132443434	14195	fallback_evaluated_by_x_component_coloring	0	2	6	1.646	
479	1112123232344344	1211322314324434	14269	fallback_evaluated_by_x_component_coloring	0	2	6	1.676	
480	1112123232433444	1211322413324434	14345	fallback_evaluated_by_x_component_coloring	0	12	13	133.630	
481	1112123232434344	1231211423233444	21912	fallback_evaluated_by_x_component_coloring	0	2	5	1.418	
484	1112123233243444	1121322331444234	5707	fallback_evaluated_by_x_component_coloring	0	4	5	2.523	
485	1112123233244344	1231211423323444	21917	fallback_evaluated_by_x_component_coloring	0	2	6	2.066	
486	1112123233423444	1122331412243344	8640	fallback_evaluated_by_x_component_coloring	0	1	7	1.111	
487	1112123233424344	1211322433142434	14374	fallback_evaluated_by_x_component_coloring	0	4	6	3.237	
489	1112123233442344	1122331412234434	8639	fallback_evaluated_by_x_component_coloring	0	1	5	0.217	
491	1112123234233444	1211321432324434	14159	fallback_evaluated_by_x_component_coloring	0	2	6	1.579	
493	1112123234234434	1231421321432344	23443	fallback_evaluated_by_x_component_coloring	-1	1	5	0.726	
494	1112123234243344	1122331421432434	8672	fallback_evaluated_by_x_component_coloring	0	2	7	1.912	
496	1112123234323444	1121322331444234	5707	fallback_evaluated_by_x_component_coloring	0	1	7	1.091	
498	1112123234324434	1122331442132344	8700	fallback_evaluated_by_x_component_coloring	0	1	5	0.226	
500	1112123234342434	1211322431423344	14365	fallback_evaluated_by_x_component_coloring	0	1	7	1.122	
502	1112123234423344	1211322331442434	14286	fallback_evaluated_by_x_component_coloring	0	1	7	1.182	
505	1112123242333444	1231211223344434	21784	fallback_evaluated_by_x_component_coloring	0	1	3	0.198	
506	1112123242334344	1122311324243434	7816	fallback_evaluated_by_x_component_coloring	0	5	15	15.328	
508	1112123242343344	1211321224334434	14016	fallback_evaluated_by_x_component_coloring	0	2	8	3.018	
510	1112123243233444	1122311432324434	7877	fallback_evaluated_by_x_component_coloring	0	2	6	1.698	
511	1112123243234344	1231211423432434	21926	fallback_evaluated_by_x_component_coloring	0	2	4	0.817	
512	1112123243234434	1122331421432344	8671	fallback_evaluated_by_x_component_coloring	0	1	6	0.514	
513	1112123243243344	1231411223324434	23113	fallback_evaluated_by_x_component_coloring	0	2	4	0.982	
514	1112123243243434	1122331421423344	8669	fallback_evaluated_by_x_component_coloring	0	1	6	0.526	
517	1112123243423344	1231421312233444	23409	fallback_evaluated_by_x_component_coloring	0	1	4	0.038	
519	1112123243432344	1211321432234434	14154	fallback_evaluated_by_x_component_coloring	0	1	8	1.808	
520	1112123243432434	1231211224334344	21791	fallback_evaluated_by_x_component_coloring	0	2	5	1.401	
522	1112123323243444	1122331142324434	8533	fallback_evaluated_by_x_component_coloring	0	1	6	0.548	
523	1112123323244344	1211322133424434	14202	fallback_evaluated_by_x_component_coloring	0	4	13	4.298	
524	1112123323423444	1211321233244434	14031	fallback_evaluated_by_x_component_coloring	0	2	5	0.917	
525	1112123323424344	1121322433142434	5794	fallback_evaluated_by_x_component_coloring	0	2	6	1.643	
526	1112123323424434	1231211432233444	21928	fallback_evaluated_by_x_component_coloring	0	1	7	1.186	
527	1112123323442344	1211322433124434	14372	fallback_evaluated_by_x_component_coloring	0	2	8	2.852	
528	1112123323442434	1122311344223344	7844	fallback_evaluated_by_x_component_coloring	0	2	6	1.568	
529	1112123324323444	1122331122344434	8494	fallback_evaluated_by_x_component_coloring	0	1	5	0.196	
530	1112123324324344	1231421132342434	23341	fallback_evaluated_by_x_component_coloring	0	1	4	0.049	
531	1112123324324434	1231211232443344	21802	fallback_evaluated_by_x_component_coloring	0	1	4	0.022	
532	1112123324342344	1121322431324434	5781	fallback_evaluated_by_x_component_coloring	0	2	7	2.423	
533	1112123324342434	1122331441223344	8693	fallback_evaluated_by_x_component_coloring	0	1	6	0.855	
535	1112123324423344	1122331142342434	8535	fallback_evaluated_by_x_component_coloring	0	1	5	0.201	
537	1112123324434234	1231421231233444	23374	fallback_evaluated_by_x_component_coloring	-1	1	3	0.008	
538	1112123342233444	1121322413324434	5765	fallback_evaluated_by_x_component_coloring	0	6	7	9.108	
539	1112123342234344	1231411222333444	23101	fallback_evaluated_by_x_component_coloring	0	2	8	3.727	
541	1112123342243344	1231421321323444	23435	fallback_evaluated_by_x_component_coloring	0	1	3	0.008	
543	1112123342323444	1231421213243344	23361	fallback_evaluated_by_x_component_coloring	0	1	4	0.050	
544	1112123342324344	1211322313244434	14255	fallback_evaluated_by_x_component_coloring	0	4	6	3.097	
545	1112123342324434	1231411223243344	23109	fallback_evaluated_by_x_component_coloring	0	2	4	0.752	
549	1112123342423344	1211322314432434	14276	fallback_evaluated_by_x_component_coloring	0	4	6	2.975	
551	1112123342432344	1121322433124434	5792	fallback_evaluated_by_x_component_coloring	0	1	7	1.526	
552	1112123342432434	1231411223243344	23109	fallback_evaluated_by_x_component_coloring	0	2	4	0.750	
554	1112123344232344	1231421321324434	23437	fallback_evaluated_by_x_component_coloring	0	1	5	0.202	
557	1112123422333444	1122331124423344	8521	fallback_evaluated_by_x_component_coloring	0	1	7	1.219	
562	1112123423233444	1121322133444234	5625	fallback_evaluated_by_x_component_coloring	0	2	6	1.696	
568	1112123423324344	1211322133442434	14204	fallback_evaluated_by_x_component_coloring	0	1	9	3.246	
578	1112123432324344	1211322134432434	14220	fallback_proved_zero	0	0	4	0.913	
586	1112123434223344	1211322142343434	14226	fallback_proved_zero	0	0	4	0.255	
591	1112132232433444	1231114223234434	20768	fallback_evaluated_by_x_component_coloring	0	4	4	2.404	
592	1112132232434344	1122312313244434	7973	fallback_evaluated_by_x_component_coloring	0	4	6	4.303	
594	1112132233243444	1122313441223344	8309	fallback_evaluated_by_x_component_coloring	0	1	5	0.239	
595	1112132233423444	1211213432243344	12709	fallback_evaluated_by_x_component_coloring	0	4	5	2.119	
596	1112132233424344	1231112224343434	20606	fallback_evaluated_by_x_component_coloring	0	4	4	2.082	
597	1112132233424434	1231112432243344	20743	fallback_evaluated_by_x_component_coloring	0	4	6	4.188	
598	1112132233442344	1211321323244434	14087	fallback_evaluated_by_x_component_coloring	0	2	5	0.868	
599	1112132233442434	1231112224334344	20603	fallback_evaluated_by_x_component_coloring	0	4	6	3.123	
600	1112132234233444	1211322431324434	14361	fallback_evaluated_by_x_component_coloring	0	12	9	74.632	
601	1112132234234344	1121322431432434	5788	fallback_evaluated_by_x_component_coloring	0	2	7	1.837	
603	1112132234243344	1231112432324434	20747	fallback_evaluated_by_x_component_coloring	0	1	7	1.606	
604	1112132234243434	1122331441223344	8693	fallback_evaluated_by_x_component_coloring	0	2	5	0.884	
605	1112132234323444	1211321432344234	14162	fallback_evaluated_by_x_component_coloring	0	1	5	0.671	
606	1112132234324344	1211322431233444	14354	fallback_evaluated_by_x_component_coloring	0	4	6	4.944	
607	1112132234324434	1231212431233444	22130	fallback_evaluated_by_x_component_coloring	0	1	4	0.043	
608	1112132234342344	1121221333424434	4190	fallback_evaluated_by_x_component_coloring	0	4	15	11.151	
609	1112132234342434	1231213441223344	22367	fallback_evaluated_by_x_component_coloring	0	2	3	0.147	
610	1112132234344234	1231212431323444	22135	fallback_evaluated_by_x_component_coloring	0	1	4	0.045	
611	1112132234423344	1122312331244434	7999	fallback_evaluated_by_x_component_coloring	0	2	6	1.766	
612	1112132234423434	1231213421243344	22335	fallback_evaluated_by_x_component_coloring	0	1	4	0.021	
613	1112132243233444	1211312223443344	13802	fallback_evaluated_by_x_component_coloring	0	10	7	50.755	
614	1112132243234344	1231112432432434	20754	fallback_evaluated_by_x_component_coloring	0	2	4	1.038	
615	1112132243234434	1231211224333444	21790	fallback_evaluated_by_x_component_coloring	0	2	6	1.780	
616	1112132243243344	1231112324432434	20696	fallback_evaluated_by_x_component_coloring	0	1	4	0.145	
617	1112132243243434	1231211223443344	21788	fallback_evaluated_by_x_component_coloring	0	1	4	0.168	
619	1112132243423344	1121323213244434	5877	fallback_evaluated_by_x_component_coloring	0	4	6	4.301	
